,Answer,Gender,Center,Year,Days,ZipCode,GoStage1,GoStage2,GoStage3,SameBack,BackStage1,BackStage2,BackStage3,Fastest,Cheapest,Comfortable,OnlyOption,Environmental,Healthiest,OtherTrips,Other
154,388,Woman,Faculty of Optics and Optometry of Terrassa (FOOT),Second,4,8042,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
155,389,Non binary,Polytechnic University School of Building of Barcelona (EPSEB),Fourth,5,8029,On foot,Underground,Bicycle,Yes,,,,Yes,Yes,No,No,No,No,No,
156,391,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8025,Bicycle,FGC,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
157,392,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8970,On foot,Tram,On foot,Yes,,,,Yes,No,No,No,No,No,No,
158,397,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Fourth,1,8508,Bus,Underground,On foot,Yes,,,,No,No,Yes,No,No,No,No,
159,399,Woman,School of Engineering of Barcelona East (EEBE),Third,4,8018,On foot,Tram,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
160,400,Woman,Barcelona School of Informatics (FIB),Third,5,8560,Bus,Underground,On foot,Yes,,,,No,No,No,Yes,No,No,No,
161,402,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,4,8370,On foot,Renfe,Underground,Yes,,,,No,Yes,No,No,Yes,No,No,
162,403,Man,Faculty of Nautical of Barcelona (FNB),First,5,8980,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,No,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,No,Yes,No,No,No,No,
163,409,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Third,5,8290,Renfe,Underground,,Yes,,,,Yes,Yes,No,No,No,No,No,
164,410,Woman,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),First,4,8033,,,Renfe,Yes,,,,No,No,No,Yes,No,No,No,
165,411,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Third,5,8014,On foot,Renfe,On foot,Yes,,,,No,Yes,Yes,No,No,No,No,
166,412,Woman,Faculty of Mathematics and Statistics (FME),Third,5,8018,On foot,Underground,,No,Bus,,,Yes,No,Yes,No,No,No,No,
167,413,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,3,8033,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,No,Yes,No,No,No,No,
168,421,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8711,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Bus,Bus,Yes,,,,No,No,No,Yes,No,No,No,
169,422,Woman,Barcelona School of Informatics (FIB),First,5,8921,On foot,Underground,On foot,Yes,,,,No,No,No,Yes,No,No,No,
170,423,NR/DK,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),First,4,8402,Renfe,Underground,On foot,Yes,,,,Yes,No,No,No,No,No,Yes,
171,425,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),First,5,8025,On foot,Renfe,On foot,Yes,,,,No,No,No,Yes,No,No,No,
172,426,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,8031,On foot,Underground,,Yes,,,,Yes,Yes,No,No,No,No,No,
173,428,Man,School of Architecture of Vallès (ETSAV),First,2,8034,Underground,FGC,On foot,Yes,,,,No,Yes,No,No,Yes,No,No,
174,429,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",First,5,8328,Bus,Underground,On foot,Yes,,,,No,Yes,No,Yes,No,No,No,
175,433,Man,School of Architecture of Vallès (ETSAV),Third,5,8290,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,No,No,No,Yes,
176,436,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Fourth,4,8850,Renfe,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Electric motorcycle,Yes,,,,No,No,No,No,No,No,Yes,
177,437,Man,School of Engineering of Barcelona East (EEBE),Fourth,4,8020,On foot,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
178,439,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Third,7,8150,Bus,FGC,Combustion or electric motorcycle with non-renewable source charging,No,On foot,Bicycle,Scooter (or other micro-mobility devices) with non-renewable charging,Yes,No,No,No,No,No,No,
179,441,Man,Polytechnic University School of Building of Barcelona (EPSEB),Fourth,1,8840,On foot,Bus,,Yes,,,,Yes,Yes,No,No,No,No,No,
180,443,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Third,5,8100,Bus,Renfe,On foot,Yes,,,,No,Yes,No,No,Yes,No,No,
181,445,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",First,5,8018,On foot,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
182,446,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,3,8480,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,Underground,Yes,,,,No,Yes,No,Yes,No,No,No,
183,449,Woman,Barcelona School of Informatics (FIB),Second,5,,On foot,Underground,,Yes,,,,Yes,No,No,No,No,No,No,
184,450,Man,Polytechnic School of Engineering of Manresa (EPSEM),Third,5,,,,On foot,Yes,,,,No,No,No,No,No,Yes,No,
185,453,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),First,5,8023,Bus,On foot,,Yes,,,,Yes,Yes,No,No,No,No,No,
186,454,Woman,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Third,5,8037,On foot,Underground,,Yes,,,,Yes,Yes,No,No,No,No,No,
187,456,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,5,8028,Bicycle,,,Yes,,,,Yes,No,No,No,No,Yes,No,
188,457,Non binary,School of Engineering of Barcelona East (EEBE),Second,5,17005,On foot,Renfe,Underground,Yes,,,,No,No,No,No,No,No,No,Since my home is in Girona (City) it is the most optimal alternative for almost all the previous reasons
189,460,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Second,4,8303,On foot,Underground,Bus,Yes,,,,Yes,No,Yes,No,No,No,No,
190,462,Man,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Fourth,5,8029,On foot,Renfe,On foot,Yes,,,,No,Yes,No,Yes,No,No,No,
191,463,Man,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,5,8905,Underground,Renfe,On foot,Yes,,,,No,Yes,No,Yes,No,No,No,
192,465,Man,Barcelona School of Informatics (FIB),First,4,8005,Bicycle,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
193,466,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Fourth,5,8905,Underground,Renfe,On foot,No,Bus,Underground,Underground,Yes,No,No,Yes,No,No,No,
194,469,Man,Polytechnic School of Engineering of Manresa (EPSEM),Second,4,8310,On foot,,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,No,No,No,Yes,No,No,No,
195,470,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Fourth,3,8014,,Bus,,Yes,,,,No,No,Yes,No,No,No,No,
196,471,Non binary,Barcelona School of Informatics (FIB),Fourth,5,8202,Combustion or electric motorcycle with non-renewable source charging,Underground,Renfe,Yes,,,,No,No,Yes,No,No,No,No,
197,472,Non binary,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,2,8012,On foot,FGC,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
198,474,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8005,Bus,,,Yes,,,,No,No,Yes,No,Yes,No,No,
199,475,Man,Polytechnic School of Engineering of Manresa (EPSEM),Second,5,8182,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,No,No,No,Yes,No,No,Yes,
200,477,Woman,School of Engineering of Barcelona East (EEBE),Fourth,1,8027,Underground,Tram,,Yes,,,,Yes,No,Yes,No,No,No,No,
201,478,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,5,8120,Bus,Underground,Underground,Yes,,,,Yes,No,Yes,No,No,No,No,
202,479,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",First,5,8192,On foot,FGC,Bus,Yes,,,,No,No,No,Yes,No,No,No,
203,484,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,5,,On foot,,,Yes,,,,Yes,No,Yes,No,No,No,No,
204,486,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,5,8980,On foot,Bus,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,Yes,No,No,No,
205,495,Man,Barcelona School of Informatics (FIB),Fourth,4,8197,FGC,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,No,No,No,No,No,No,Yes,
206,496,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8223,On foot,,,Yes,,,,Yes,No,No,No,No,No,No,
207,507,Man,Barcelona School of Informatics (FIB),Second,3,,Bus,Bus,Bus,Yes,,,,Yes,No,Yes,No,No,No,No,
208,508,Man,Faculty of Nautical of Barcelona (FNB),Fourth,3,8739,Underground,On foot,Renfe,Yes,,,,Yes,No,Yes,No,No,No,No,
209,518,Man,Barcelona School of Informatics (FIB),Fourth,4,8757,On foot,Bus,On foot,Yes,,,,No,Yes,Yes,No,No,No,No,
210,520,Woman,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),First,5,8860,On foot,,,Yes,,,,Yes,No,No,No,No,No,No,
211,521,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8197,On foot,FGC,On foot,Yes,,,,Yes,No,No,No,No,No,No,
212,526,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,8739,Bus,On foot,,Yes,,,,Yes,Yes,No,No,No,No,No,
213,528,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Second,4,8014,Bicycle,Bicycle,Bicycle,Yes,,,,No,Yes,No,No,No,No,No,
214,529,Man,School of Engineering of Barcelona East (EEBE),Third,5,8110,,,,Yes,,,,No,No,Yes,No,No,No,No,
215,531,Man,Higher Technical School of Architecture of Barcelona (ETSAB),Third,4,8241,On foot,Bus,,Yes,,,,Yes,No,No,Yes,No,No,No,
216,535,Woman,School of Architecture of Vallès (ETSAV),First,5,8192,On foot,FGC,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
217,536,Man,Polytechnic School of Engineering of Manresa (EPSEM),Fourth,3,8180,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,Yes,No,No,No,No,
218,537,Man,Barcelona School of Informatics (FIB),Third,4,,On foot,On foot,On foot,Yes,,,,No,Yes,No,No,Yes,No,No,
219,538,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,1,8233,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,,,,Yes,Yes,No,No,No,No,No,
220,539,Woman,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Third,5,8820,On foot,Underground,Renfe,Yes,,,,No,No,No,Yes,No,No,No,
221,542,Man,Faculty of Nautical of Barcelona (FNB),Fourth,5,8902,Underground,Bus,Bus,Yes,,,,Yes,No,No,No,No,No,No,
222,543,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Second,5,8024,Bus,On foot,,Yes,,,,No,Yes,Yes,No,No,No,No,
223,544,Woman,Polytechnic School of Engineering of Manresa (EPSEM),Second,2,8242,On foot,,,Yes,,,,No,Yes,No,No,Yes,No,No,
224,548,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Second,5,8012,Underground,Underground,Underground,Yes,,,,Yes,No,No,No,No,No,No,
225,557,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8224,On foot,,,Yes,,,,No,No,Yes,No,No,Yes,No,
226,559,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Second,5,8790,Renfe,Renfe,On foot,No,Bus,Underground,Renfe,Yes,Yes,No,No,No,No,No,
227,562,Man,Faculty of Nautical of Barcelona (FNB),Second,3,8912,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,,Yes,,,,Yes,No,No,No,No,No,No,
228,569,Woman,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Fourth,2,8902,Bus,On foot,,Yes,,,,No,Yes,No,No,No,No,No,
229,570,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Second,5,8840,,,Bus,Yes,,,,Yes,No,Yes,No,No,No,No,
230,571,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Third,5,8924,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,No,No,Yes,No,No,No,No,
231,572,Non binary,Higher Technical School of Architecture of Barcelona (ETSAB),Second,5,8914,On foot,Underground,Tram,Yes,,,,Yes,No,No,No,No,No,No,
232,573,Woman,Faculty of Nautical of Barcelona (FNB),Fourth,5,8013,On foot,,,No,On foot,Bicycle,Underground,No,No,No,Yes,No,No,No,
233,579,NR/DK,School of Architecture of Vallès (ETSAV),Fourth,4,8026,Underground,FGC,On foot,Yes,,,,Yes,No,No,No,No,No,No,
234,580,Man,School of Engineering of Barcelona East (EEBE),Second,4,8225,Renfe,Underground,Tram,Yes,,,,No,Yes,No,No,Yes,No,No,
235,584,Man,School of Engineering of Barcelona East (EEBE),Fourth,2,8340,On foot,Renfe,Tram,Yes,,,,No,No,No,Yes,Yes,No,No,
236,587,Man,Barcelona School of Informatics (FIB),Fourth,4,8014,On foot,Bus,On foot,No,On foot,,,No,Yes,No,No,Yes,No,No,
237,594,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,6,8007,,,On foot,Yes,,,,Yes,No,No,No,No,No,No,
238,595,Man,School of Engineering of Barcelona East (EEBE),Fourth,5,,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,No,Yes,No,No,No,No,
239,596,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,3,8211,On foot,On foot,On foot,Yes,,,,Yes,No,No,No,No,No,No,
240,599,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Fourth,4,,Renfe,Renfe,Renfe,Yes,,,,No,No,No,Yes,No,No,No,
241,602,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),First,5,,On foot,On foot,On foot,Yes,,,,No,No,No,Yes,No,No,No,
242,603,Man,Barcelona School of Informatics (FIB),First,4,8781,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Bus,On foot,Yes,,,,No,No,No,Yes,No,No,No,
243,604,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,8010,Underground,Underground,,Yes,,,,Yes,No,Yes,No,No,No,No,
244,605,Man,Faculty of Mathematics and Statistics (FME),Second,5,8011,On foot,Underground,On foot,Yes,,,,Yes,No,No,No,No,No,No,
245,607,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,3,8016,On foot,Underground,Bus,Yes,,,,Yes,No,No,Yes,No,No,No,
246,610,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8840,On foot,Bus,Tram,No,On foot,Bus,,Yes,No,No,No,No,No,No,
247,612,Man,School of Architecture of Vallès (ETSAV),Fourth,5,8198,,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",FGC,Yes,,,,Yes,No,No,No,No,No,No,
248,616,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Fourth,5,8028,Underground,Underground,,Yes,,,,Yes,Yes,No,No,No,No,No,
249,618,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,1,8940,Underground,Tram,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,No,No,Yes,No,No,No,Yes,
250,619,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Third,4,8004,On foot,Bus,On foot,Yes,,,,Yes,No,No,No,No,No,No,
251,620,Woman,Barcelona School of Informatics (FIB),First,5,8031,On foot,Underground,Bus,Yes,,,,Yes,No,No,No,No,No,No,
252,621,Woman,Barcelona School of Informatics (FIB),Third,5,8921,On foot,Underground,On foot,Yes,,,,Yes,No,No,No,No,No,Yes,
253,622,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Third,4,8310,Bus,Renfe,Underground,Yes,,,,Yes,No,No,No,No,No,No,
254,623,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Second,5,8100,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,Yes,No,No,No,No,
255,624,Man,School of Architecture of Vallès (ETSAV),Fourth,5,8173,On foot,Bus,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,Yes,No,No,No,No,
256,626,Woman,Polytechnic School of Engineering of Manresa (EPSEM),Fourth,5,8208,Renfe,Renfe,Renfe,Yes,,,,Yes,Yes,No,No,No,No,No,
257,630,Man,Barcelona School of Informatics (FIB),First,4,8760,FGC,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
258,631,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,3,8338,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,Yes,No,No,No,No,
259,632,Man,Polytechnic University School of Building of Barcelona (EPSEB),Second,4,8820,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
260,637,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Fourth,5,8014,On foot,Underground,,Yes,,,,Yes,Yes,No,No,No,No,No,
261,639,Man,Polytechnic School of Engineering of Manresa (EPSEM),Third,4,,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,Yes,,,,Yes,No,No,No,No,Yes,No,
