,COURSE,UPC Code and Acronyms,Municipality_Course,Postal Code Course,Total Course
2141,22-23,270 FIB,Hospitalet,8038,1
2142,22-23,270 FIB,Hospitalet,8804,1
2143,22-23,270 FIB,Hospitalet,8901,23
2144,22-23,270 FIB,Hospitalet,8902,30
2145,22-23,270 FIB,Hospitalet,8903,9
2146,22-23,270 FIB,Hospitalet,8904,21
2147,22-23,270 FIB,Hospitalet,8905,10
2148,22-23,270 FIB,Hospitalet,8906,16
2149,22-23,270 FIB,Hospitalet,8907,8
2150,22-23,270 FIB,Hospitalet,8908,1
2151,22-23,270 FIB,Hospitalet,43890,1
2152,22-23,270 FIB,Hostalets ,8781,1
2153,22-23,270 FIB,Igualada,8700,13
2154,22-23,270 FIB,Jorba,8719,1
2155,22-23,270 FIB,La Bisbal ,43717,2
2156,22-23,270 FIB,La Garriga,8530,6
2157,22-23,270 FIB,La Granada,8720,1
2158,22-23,270 FIB,La Llagost,8120,1
2159,22-23,270 FIB,La Palma d,8756,3
2160,22-23,270 FIB,La Roca de,8430,7
2161,22-23,270 FIB,La Sénia,43560,1
2162,22-23,270 FIB,La Torre d,8789,1
2163,22-23,270 FIB,La Vall d',17178,1
2164,22-23,270 FIB,L'Albiol,43479,1
2165,22-23,270 FIB,L'Arboç,43720,1
2166,22-23,270 FIB,Leioa,48940,1
2167,22-23,270 FIB,Les Borges,25400,1
2168,22-23,270 FIB,Llambilles,17243,1
2169,22-23,270 FIB,Lleida,25001,1
2170,22-23,270 FIB,Lleida,25005,1
2171,22-23,270 FIB,Lleida,25007,1
2172,22-23,270 FIB,Lleida,25196,1
2173,22-23,270 FIB,Lleida,25199,1
2174,22-23,270 FIB,Lliçà d'Am,8186,5
2175,22-23,270 FIB,Lliçà de V,8185,2
2176,22-23,270 FIB,Llinars de,8450,5
2177,22-23,270 FIB,Lloret de ,17310,1
2178,22-23,270 FIB,Malgrat de,8380,1
2179,22-23,270 FIB,Manresa,8240,2
2180,22-23,270 FIB,Manresa,8241,11
2181,22-23,270 FIB,Manresa,8242,6
2182,22-23,270 FIB,Manresa,8243,6
2183,22-23,270 FIB,Maó-Mahón,7712,1
2184,22-23,270 FIB,Martorell,8740,1
2185,22-23,270 FIB,Martorell,8760,13
2186,22-23,270 FIB,Martorelle,8107,1
2187,22-23,270 FIB,Masies de ,8510,1
2188,22-23,270 FIB,Masllorenç,43718,1
2189,22-23,270 FIB,Masquefa,8783,2
2190,22-23,270 FIB,Matadepera,8230,5
2191,22-23,270 FIB,Mataró,8301,11
2192,22-23,270 FIB,Mataró,8302,9
2193,22-23,270 FIB,Mataró,8303,6
2194,22-23,270 FIB,Mataró,8304,10
2195,22-23,270 FIB,Mediona,8773,1
2196,22-23,270 FIB,Molins de ,8750,20
2197,22-23,270 FIB,Mollet del,8100,15
2198,22-23,270 FIB,Montcada i,8110,7
2199,22-23,270 FIB,Montgat,8390,2
2200,22-23,270 FIB,Montmeló,8150,1
2201,22-23,270 FIB,Montmeló,8160,3
2202,22-23,270 FIB,Montornès ,8170,3
2203,22-23,270 FIB,Mont-ras,17253,1
2204,22-23,270 FIB,Móra d'Ebr,43740,1
2205,22-23,270 FIB,Navarcles,8270,1
2206,22-23,270 FIB,Navàs,8670,3
2207,22-23,270 FIB,Olèrdola,8734,2
2208,22-23,270 FIB,Olesa de M,8640,11
2209,22-23,270 FIB,Olot,17800,1
2210,22-23,270 FIB,Palafolls,8397,1
2211,22-23,270 FIB,Palafrugel,17200,1
2212,22-23,270 FIB,Palau-soli,8184,6
2213,22-23,270 FIB,Pallejà,8753,1
2214,22-23,270 FIB,Pallejà,8780,5
2215,22-23,270 FIB,Palma de M,7006,1
2216,22-23,270 FIB,Palma de M,7007,1
2217,22-23,270 FIB,Palma de M,7600,1
2218,22-23,270 FIB,Pamplona,31012,1
2219,22-23,270 FIB,Parets del,8150,5
2220,22-23,270 FIB,Parets del,8159,1
2221,22-23,270 FIB,Piera,8784,3
2222,22-23,270 FIB,Pineda de ,8397,7
2223,22-23,270 FIB,Premià de ,8330,12
2224,22-23,270 FIB,Premià de ,8338,7
2225,22-23,270 FIB,Puerto de ,38400,1
2226,22-23,270 FIB,Puigcerdà,17520,1
2227,22-23,270 FIB,Puig-reig,8692,1
2228,22-23,270 FIB,Reus,43201,3
2229,22-23,270 FIB,Reus,43202,1
2230,22-23,270 FIB,Reus,43204,3
2231,22-23,270 FIB,Reus,43205,2
2232,22-23,270 FIB,Ribes de F,17534,1
2233,22-23,270 FIB,Riells i V,17404,2
2234,22-23,270 FIB,Ripollet,8291,9
2235,22-23,270 FIB,Riudaura,17179,1
2236,22-23,270 FIB,Riudoms,43330,1
2237,22-23,270 FIB,Roda de Be,43883,1
2238,22-23,270 FIB,Roses,17480,1
2239,22-23,270 FIB,Rubí,8191,11
2240,22-23,270 FIB,Sabadell,8201,4
2241,22-23,270 FIB,Sabadell,8202,6
2242,22-23,270 FIB,Sabadell,8203,6
2243,22-23,270 FIB,Sabadell,8204,3
2244,22-23,270 FIB,Sabadell,8205,4
2245,22-23,270 FIB,Sabadell,8206,6
2246,22-23,270 FIB,Sabadell,8207,1
2247,22-23,270 FIB,Sabadell,8208,8
2248,22-23,270 FIB,"Salines, S",7640,1
2249,22-23,270 FIB,Salou,43840,3
2250,22-23,270 FIB,Sant Adrià,8930,10
2251,22-23,270 FIB,Sant Andre,8392,8
2252,22-23,270 FIB,Sant Andre,8740,12
2253,22-23,270 FIB,Sant Anton,8459,2
2254,22-23,270 FIB,Sant Boi d,8830,28
2255,22-23,270 FIB,Sant Carle,43540,1
2256,22-23,270 FIB,Sant Cebri,8396,2
2257,22-23,270 FIB,Sant Celon,8470,6
2258,22-23,270 FIB,Sant Celon,8476,1
2259,22-23,270 FIB,Sant Clime,8849,2
2260,22-23,270 FIB,Sant Cugat,8172,13
2261,22-23,270 FIB,Sant Cugat,8173,28
2262,22-23,270 FIB,Sant Cugat,8174,3
2263,22-23,270 FIB,Sant Cugat,8175,1
2264,22-23,270 FIB,Sant Cugat,8195,17
2265,22-23,270 FIB,Sant Cugat,8197,9
2266,22-23,270 FIB,Sant Cugat,8198,4
2267,22-23,270 FIB,Sant Estev,8461,2
2268,22-23,270 FIB,Sant Estev,8635,4
2269,22-23,270 FIB,Sant Feliu,8182,1
2270,22-23,270 FIB,Sant Feliu,8980,30
2271,22-23,270 FIB,Sant Feliu,17220,5
2272,22-23,270 FIB,Sant Fost ,8105,1
2273,22-23,270 FIB,Sant Fruit,8272,2
2274,22-23,270 FIB,Sant Hipòl,8512,1
2275,22-23,270 FIB,Sant Joan ,8250,2
2276,22-23,270 FIB,Sant Joan ,8970,25
2277,22-23,270 FIB,Sant Just ,8960,16
2278,22-23,270 FIB,Sant Martí,8712,1
2279,22-23,270 FIB,Sant Martí,8731,1
2280,22-23,270 FIB,Sant Pere ,8458,2
2281,22-23,270 FIB,Sant Pere ,8776,1
2282,22-23,270 FIB,Sant Pere ,8810,9
2283,22-23,270 FIB,Sant Pere ,8812,2
2284,22-23,270 FIB,Sant Pol d,8395,4
2285,22-23,270 FIB,Sant Quirz,8192,6
2286,22-23,270 FIB,Sant Sadur,8770,12
2287,22-23,270 FIB,Sant Salva,8253,1
2288,22-23,270 FIB,Sant Vicen,8295,4
2289,22-23,270 FIB,Sant Vicen,8394,6
2290,22-23,270 FIB,Sant Vicen,8571,1
2291,22-23,270 FIB,Sant Vicen,8620,15
2292,22-23,270 FIB,Santa Colo,8690,8
2293,22-23,270 FIB,Santa Colo,8921,15
2294,22-23,270 FIB,Santa Colo,8922,12
2295,22-23,270 FIB,Santa Colo,8923,5
2296,22-23,270 FIB,Santa Colo,8924,8
2297,22-23,270 FIB,Santa Colo,17430,1
2298,22-23,270 FIB,Santa Cris,17246,1
2299,22-23,270 FIB,Santa Eulà,8187,1
2300,22-23,270 FIB,Santa Fe d,8792,1
2301,22-23,270 FIB,Santa Marg,8710,1
2302,22-23,270 FIB,Santa Marg,8730,2
2303,22-23,270 FIB,Santa Mari,8460,2
2304,22-23,270 FIB,Santa Oliv,43710,1
2305,22-23,270 FIB,Santa Perp,8130,7
2306,22-23,270 FIB,Santa Susa,8398,1
2307,22-23,270 FIB,Santander,39008,1
2308,22-23,270 FIB,Santpedor,8251,4
2309,22-23,270 FIB,Sax,3630,1
2310,22-23,270 FIB,Sense Info,99999,18
2311,22-23,270 FIB,Seva,8553,1
2312,22-23,270 FIB,Sils,17410,1
2313,22-23,270 FIB,Sitges,8870,15
2314,22-23,270 FIB,Solsona,25280,2
2315,22-23,270 FIB,Subirats,8739,2
2316,22-23,270 FIB,Súria,8260,1
2317,22-23,270 FIB,Tagamanent,8593,1
2318,22-23,270 FIB,Taradell,8552,2
2319,22-23,270 FIB,Tarragona,43007,2
2320,22-23,270 FIB,Tarragona,43008,1
2321,22-23,270 FIB,Teià,8329,3
2322,22-23,270 FIB,Terrassa,8205,1
2323,22-23,270 FIB,Terrassa,8221,9
2324,22-23,270 FIB,Terrassa,8222,7
2325,22-23,270 FIB,Terrassa,8223,5
2326,22-23,270 FIB,Terrassa,8224,8
2327,22-23,270 FIB,Terrassa,8225,16
2328,22-23,270 FIB,Terrassa,8226,4
2329,22-23,270 FIB,Terrassa,8227,2
2330,22-23,270 FIB,Tiana,8391,8
2331,22-23,270 FIB,Tona,8551,2
2332,22-23,270 FIB,Torelló,8570,5
2333,22-23,270 FIB,Torredemba,43830,3
2334,22-23,270 FIB,Torrelavit,8775,1
2335,22-23,270 FIB,Torrelles ,8629,4
2336,22-23,270 FIB,Torrelles ,8737,1
2337,22-23,270 FIB,Torroella ,17257,1
2338,22-23,270 FIB,Tortosa,43500,2
2339,22-23,270 FIB,Tossa de M,17320,1
2340,22-23,270 FIB,Vacarisses,8233,1
2341,22-23,270 FIB,Valencia,46008,1
2342,22-23,270 FIB,Valencia,46013,1
2343,22-23,270 FIB,Valencia,46022,1
2344,22-23,270 FIB,Valencia,46115,1
2345,22-23,270 FIB,Vallgorgui,8471,1
2346,22-23,270 FIB,Vallirana,8759,3
2347,22-23,270 FIB,Vallromane,8188,3
2348,22-23,270 FIB,Valls,43800,3
2349,22-23,270 FIB,Veciana,8289,1
2350,22-23,270 FIB,Vic,8500,10
2351,22-23,270 FIB,Vidreres,17411,2
2352,22-23,270 FIB,Viladecans,8840,36
2353,22-23,270 FIB,Viladecava,8232,3
2354,22-23,270 FIB,Vilafranca,8720,13
2355,22-23,270 FIB,Vilagarcía,36600,1
2356,22-23,270 FIB,Vilanova d,8788,4
2357,22-23,270 FIB,Vilanova d,36620,1
2358,22-23,270 FIB,Vilanova i,8080,1
2359,22-23,270 FIB,Vilanova i,8800,24
2360,22-23,270 FIB,Vila-seca,43480,2
2361,22-23,270 FIB,Vilassar d,8339,6
2362,22-23,270 FIB,Vilassar d,8340,12
2363,22-23,270 FIB,Vinyols i ,43391,1
2364,22-23,270 FIB,Xirivella,46950,1
2365,22-23,270 FIB,Zaragoza,50009,1
2366,22-23,280 FNB,Abrera,8630,1
2367,22-23,280 FNB,Aiguafreda,8591,1
2368,22-23,280 FNB,Alcanar,43530,2
2369,22-23,280 FNB,Alpicat,25110,1
2370,22-23,280 FNB,Altafulla,43893,1
2371,22-23,280 FNB,Amposta,43870,1
2372,22-23,280 FNB,Andratx,7150,1
2373,22-23,280 FNB,Arenys de ,8350,2
2374,22-23,280 FNB,Arenys de ,8358,1
2375,22-23,280 FNB,Artés,8271,1
2376,22-23,280 FNB,Badalona,8029,1
2377,22-23,280 FNB,Badalona,8911,3
2378,22-23,280 FNB,Badalona,8912,6
2379,22-23,280 FNB,Badalona,8913,1
2380,22-23,280 FNB,Badalona,8914,3
2381,22-23,280 FNB,Badalona,8915,1
2382,22-23,280 FNB,Badalona,8917,9
2383,22-23,280 FNB,Badalona,8918,2
2384,22-23,280 FNB,Badia del ,8214,2
2385,22-23,280 FNB,Barberà de,8210,2
2386,22-23,280 FNB,Barcelona,8001,29
2387,22-23,280 FNB,Barcelona,8002,5
2388,22-23,280 FNB,Barcelona,8003,15
2389,22-23,280 FNB,Barcelona,8004,9
2390,22-23,280 FNB,Barcelona,8005,15
2391,22-23,280 FNB,Barcelona,8006,10
2392,22-23,280 FNB,Barcelona,8007,2
2393,22-23,280 FNB,Barcelona,8008,5
2394,22-23,280 FNB,Barcelona,8009,7
2395,22-23,280 FNB,Barcelona,8010,1
2396,22-23,280 FNB,Barcelona,8011,12
2397,22-23,280 FNB,Barcelona,8012,7
2398,22-23,280 FNB,Barcelona,8013,22
2399,22-23,280 FNB,Barcelona,8014,10
2400,22-23,280 FNB,Barcelona,8015,12
2401,22-23,280 FNB,Barcelona,8016,2
2402,22-23,280 FNB,Barcelona,8017,9
2403,22-23,280 FNB,Barcelona,8018,15
2404,22-23,280 FNB,Barcelona,8019,7
2405,22-23,280 FNB,Barcelona,8020,10
2406,22-23,280 FNB,Barcelona,8021,7
2407,22-23,280 FNB,Barcelona,8022,11
2408,22-23,280 FNB,Barcelona,8023,14
2409,22-23,280 FNB,Barcelona,8024,7
2410,22-23,280 FNB,Barcelona,8025,14
2411,22-23,280 FNB,Barcelona,8026,11
2412,22-23,280 FNB,Barcelona,8027,7
2413,22-23,280 FNB,Barcelona,8028,31
2414,22-23,280 FNB,Barcelona,8029,24
2415,22-23,280 FNB,Barcelona,8030,11
2416,22-23,280 FNB,Barcelona,8031,4
2417,22-23,280 FNB,Barcelona,8032,10
2418,22-23,280 FNB,Barcelona,8033,3
2419,22-23,280 FNB,Barcelona,8034,6
2420,22-23,280 FNB,Barcelona,8035,8
2421,22-23,280 FNB,Barcelona,8036,8
2422,22-23,280 FNB,Barcelona,8037,9
2423,22-23,280 FNB,Barcelona,8038,3
2424,22-23,280 FNB,Barcelona,8039,1
2425,22-23,280 FNB,Barcelona,8041,5
2426,22-23,280 FNB,Barcelona,8042,2
2427,22-23,280 FNB,Barcelona,8150,1
2428,22-23,280 FNB,Barcelona,8201,1
2429,22-23,280 FNB,Barcelona,8328,1
2430,22-23,280 FNB,Barcelona,8905,1
2431,22-23,280 FNB,Batea,43786,1
2432,22-23,280 FNB,Begues,8859,2
2433,22-23,280 FNB,Cabra del ,43811,1
2434,22-23,280 FNB,Cabrera de,8349,2
2435,22-23,280 FNB,Cabrils,8018,1
2436,22-23,280 FNB,Cabrils,8348,1
2437,22-23,280 FNB,Calella,8370,4
2438,22-23,280 FNB,Calonge,17251,2
2439,22-23,280 FNB,Cambrils,43850,3
2440,22-23,280 FNB,Canet de M,8360,3
2441,22-23,280 FNB,Canyelles,8811,1
2442,22-23,280 FNB,Cardedeu,8440,2
2443,22-23,280 FNB,Cartagena,30394,1
2444,22-23,280 FNB,Castellar ,8211,4
2445,22-23,280 FNB,Castellbis,8755,3
2446,22-23,280 FNB,Castelldef,8860,9
2447,22-23,280 FNB,Centelles,8540,1
2448,22-23,280 FNB,Cerdanyola,8193,1
2449,22-23,280 FNB,Cerdanyola,8290,6
2450,22-23,280 FNB,Cervelló,8758,1
2451,22-23,280 FNB,Ciutadella,7760,3
2452,22-23,280 FNB,Cornellà d,8940,2
2453,22-23,280 FNB,Cubelles,8880,2
2454,22-23,280 FNB,Dénia,3700,1
2455,22-23,280 FNB,Eivissa,7816,1
2456,22-23,280 FNB,El Masnou,8320,8
2457,22-23,280 FNB,El Papiol,8754,1
2458,22-23,280 FNB,El Prat de,8820,5
2459,22-23,280 FNB,El Vendrel,43700,2
2460,22-23,280 FNB,Esparregue,8292,1
2461,22-23,280 FNB,Esplugues ,8950,4
2462,22-23,280 FNB,Ferreries,7750,1
2463,22-23,280 FNB,Gavà,8850,3
2464,22-23,280 FNB,Gelida,8790,1
2465,22-23,280 FNB,Girona,17001,1
2466,22-23,280 FNB,Girona,17003,3
2467,22-23,280 FNB,Girona,17005,2
2468,22-23,280 FNB,Gozón,33440,1
2469,22-23,280 FNB,Granollers,8402,5
2470,22-23,280 FNB,Gurb,8503,2
2471,22-23,280 FNB,Hospitalet,8901,7
2472,22-23,280 FNB,Hospitalet,8902,4
2473,22-23,280 FNB,Hospitalet,8903,3
2474,22-23,280 FNB,Hospitalet,8904,1
2475,22-23,280 FNB,Hospitalet,8905,1
2476,22-23,280 FNB,Hospitalet,8906,3
2477,22-23,280 FNB,Igualada,8700,2
2478,22-23,280 FNB,Jerez de l,11405,1
2479,22-23,280 FNB,La Garriga,8530,3
2480,22-23,280 FNB,L'Ametlla ,43860,2
2481,22-23,280 FNB,L'Escala,17130,3
2482,22-23,280 FNB,Lleida,25001,1
2483,22-23,280 FNB,Lliçà d'Am,8186,3
2484,22-23,280 FNB,Lloret de ,17310,3
2485,22-23,280 FNB,Madrid,28041,1
2486,22-23,280 FNB,Malgrat de,8380,3
2487,22-23,280 FNB,Manacor,7509,1
2488,22-23,280 FNB,Manresa,8241,1
2489,22-23,280 FNB,Marratxí,7141,1
2490,22-23,280 FNB,Martorell,8760,4
2491,22-23,280 FNB,Martorelle,8107,1
2492,22-23,280 FNB,Matadepera,8230,1
2493,22-23,280 FNB,Mataró,8301,4
2494,22-23,280 FNB,Mataró,8302,4
2495,22-23,280 FNB,Mataró,8303,4
2496,22-23,280 FNB,Mataró,8304,4
2497,22-23,280 FNB,Moià,8180,1
2498,22-23,280 FNB,Mollet del,8100,1
2499,22-23,280 FNB,Montblanc,43400,1
2500,22-23,280 FNB,Montcada i,8110,4
2501,22-23,280 FNB,Montgat,8390,3
2502,22-23,280 FNB,Montmeló,8160,1
2503,22-23,280 FNB,Montornès ,8170,1
2504,22-23,280 FNB,Òdena,8711,2
2505,22-23,280 FNB,Olesa de M,8640,2
2506,22-23,280 FNB,Olot,17800,1
2507,22-23,280 FNB,Palafrugel,17200,2
2508,22-23,280 FNB,Palamós,17230,1
2509,22-23,280 FNB,Pallejà,8753,1
2510,22-23,280 FNB,Pallejà,8780,2
2511,22-23,280 FNB,Palma de M,7003,1
2512,22-23,280 FNB,Palma de M,7005,1
2513,22-23,280 FNB,Palma de M,7013,2
2514,22-23,280 FNB,Palma de M,7014,2
2515,22-23,280 FNB,Palma de M,7015,1
2516,22-23,280 FNB,Palma de M,7198,1
2517,22-23,280 FNB,Palma de M,7610,1
2518,22-23,280 FNB,Pals,17256,1
2519,22-23,280 FNB,Parets del,8150,3
2520,22-23,280 FNB,Piera,8784,1
2521,22-23,280 FNB,Pollença,7470,1
2522,22-23,280 FNB,Pontevedra,36002,1
2523,22-23,280 FNB,Porrera,43739,1
2524,22-23,280 FNB,Premià de ,8330,1
2525,22-23,280 FNB,Reus,43201,1
2526,22-23,280 FNB,Reus,43205,1
2527,22-23,280 FNB,Reus,43206,1
2528,22-23,280 FNB,Riells i V,17404,2
2529,22-23,280 FNB,Ripollet,8291,2
2530,22-23,280 FNB,Roda de Be,43883,2
2531,22-23,280 FNB,Roquetes,43529,1
2532,22-23,280 FNB,Rubí,8191,2
2533,22-23,280 FNB,Sabadell,8201,3
2534,22-23,280 FNB,Sabadell,8202,2
2535,22-23,280 FNB,Sabadell,8203,4
2536,22-23,280 FNB,Sabadell,8205,2
2537,22-23,280 FNB,Sabadell,8206,2
2538,22-23,280 FNB,Sabadell,8208,3
2539,22-23,280 FNB,Sagunto,46520,1
2540,22-23,280 FNB,Salou,43840,1
2541,22-23,280 FNB,Sant Adrià,8930,5
2542,22-23,280 FNB,Sant Andre,8392,2
2543,22-23,280 FNB,Sant Anton,7816,1
2544,22-23,280 FNB,Sant Anton,8459,2
2545,22-23,280 FNB,Sant Boi d,8830,3
2546,22-23,280 FNB,Sant Cugat,8172,6
2547,22-23,280 FNB,Sant Cugat,8173,5
2548,22-23,280 FNB,Sant Cugat,8195,2
2549,22-23,280 FNB,Sant Cugat,8197,2
2550,22-23,280 FNB,Sant Cugat,8198,1
2551,22-23,280 FNB,Sant Estev,8461,1
2552,22-23,280 FNB,Sant Feliu,8980,11
2553,22-23,280 FNB,Sant Feliu,17220,5
2554,22-23,280 FNB,Sant Fost ,8105,2
2555,22-23,280 FNB,Sant Jaume,43713,2
2556,22-23,280 FNB,Sant Joan ,7810,1
2557,22-23,280 FNB,Sant Joan ,8970,6
2558,22-23,280 FNB,Sant Julià,8504,1
2559,22-23,280 FNB,Sant Just ,8960,3
2560,22-23,280 FNB,Sant Pere ,8810,3
2561,22-23,280 FNB,Sant Pere ,8812,1
2562,22-23,280 FNB,Sant Pere ,17470,1
2563,22-23,280 FNB,Sant Pol d,8395,4
2564,22-23,280 FNB,Sant Quirz,8192,1
2565,22-23,280 FNB,Sant Sadur,8770,1
2566,22-23,280 FNB,Santa Colo,8921,1
2567,22-23,280 FNB,Santa Colo,8922,4
2568,22-23,280 FNB,Santa Colo,8923,3
2569,22-23,280 FNB,Santa Colo,8924,5
2570,22-23,280 FNB,Santa Cris,17246,1
2571,22-23,280 FNB,Santa Eugè,7142,2
2572,22-23,280 FNB,Santa Marg,8730,1
2573,22-23,280 FNB,Santa Perp,8130,2
2574,22-23,280 FNB,Santa Susa,8398,1
2575,22-23,280 FNB,Santander,39005,1
2576,22-23,280 FNB,Sarral,43424,1
2577,22-23,280 FNB,Sense Info,400,1
2578,22-23,280 FNB,Sense Info,99999,1
2579,22-23,280 FNB,Sitges,8870,5
2580,22-23,280 FNB,Subirats,8739,2
2581,22-23,280 FNB,Tarragona,43001,1
2582,22-23,280 FNB,Tarragona,43002,1
2583,22-23,280 FNB,Tarragona,43003,1
2584,22-23,280 FNB,Tarragona,43006,1
2585,22-23,280 FNB,Tarragona,43007,1
2586,22-23,280 FNB,Tarragona,43100,1
2587,22-23,280 FNB,Tarragona,43762,1
2588,22-23,280 FNB,Teià,8329,2
2589,22-23,280 FNB,Terrassa,8221,3
2590,22-23,280 FNB,Terrassa,8222,2
2591,22-23,280 FNB,Terrassa,8223,3
2592,22-23,280 FNB,Terrassa,8224,5
2593,22-23,280 FNB,Terrassa,8225,2
2594,22-23,280 FNB,Terrassa,8226,1
2595,22-23,280 FNB,Tordera,8490,1
2596,22-23,280 FNB,Torredemba,43830,3
2597,22-23,280 FNB,Torrelles ,8629,1
2598,22-23,280 FNB,Torroella ,17258,3
2599,22-23,280 FNB,Tortosa,43500,1
2600,22-23,280 FNB,Tossa de M,17320,1
2601,22-23,280 FNB,Vacarisses,8233,1
2602,22-23,280 FNB,Valencia,46008,1
2603,22-23,280 FNB,Valencia,46014,1
2604,22-23,280 FNB,Valencia,46017,1
2605,22-23,280 FNB,Valls,43800,2
2606,22-23,280 FNB,Vic,8500,4
2607,22-23,280 FNB,Viladecans,8840,4
2608,22-23,280 FNB,Viladecava,8232,1
2609,22-23,280 FNB,Vilafranca,8720,2
2610,22-23,280 FNB,Vilanova d,8410,2
2611,22-23,280 FNB,Vilanova i,8800,10
2612,22-23,280 FNB,Vilassar d,8340,3
2613,22-23,280 FNB,Vinaròs,12500,1
2614,22-23,290 ETSAV,Abrera,8630,2
2615,22-23,290 ETSAV,Alaró,7340,1
2616,22-23,290 ETSAV,Alcobendas,28100,1
2617,22-23,290 ETSAV,Avinyó,8279,1
2618,22-23,290 ETSAV,Badalona,8911,3
2619,22-23,290 ETSAV,Badalona,8912,2
2620,22-23,290 ETSAV,Badalona,8916,2
2621,22-23,290 ETSAV,Badalona,8917,1
2622,22-23,290 ETSAV,Balaguer,25600,2
2623,22-23,290 ETSAV,Barberà de,8210,5
2624,22-23,290 ETSAV,Barcelona,8001,6
2625,22-23,290 ETSAV,Barcelona,8002,7
2626,22-23,290 ETSAV,Barcelona,8003,6
2627,22-23,290 ETSAV,Barcelona,8004,5
2628,22-23,290 ETSAV,Barcelona,8005,9
2629,22-23,290 ETSAV,Barcelona,8006,11
2630,22-23,290 ETSAV,Barcelona,8008,5
2631,22-23,290 ETSAV,Barcelona,8009,4
2632,22-23,290 ETSAV,Barcelona,8010,5
2633,22-23,290 ETSAV,Barcelona,8011,6
2634,22-23,290 ETSAV,Barcelona,8012,14
2635,22-23,290 ETSAV,Barcelona,8013,17
2636,22-23,290 ETSAV,Barcelona,8014,4
2637,22-23,290 ETSAV,Barcelona,8015,13
2638,22-23,290 ETSAV,Barcelona,8016,5
2639,22-23,290 ETSAV,Barcelona,8017,19
2640,22-23,290 ETSAV,Barcelona,8018,8
2641,22-23,290 ETSAV,Barcelona,8019,1
2642,22-23,290 ETSAV,Barcelona,8020,1
2643,22-23,290 ETSAV,Barcelona,8021,13
2644,22-23,290 ETSAV,Barcelona,8022,16
2645,22-23,290 ETSAV,Barcelona,8023,10
2646,22-23,290 ETSAV,Barcelona,8024,11
2647,22-23,290 ETSAV,Barcelona,8025,6
2648,22-23,290 ETSAV,Barcelona,8026,6
2649,22-23,290 ETSAV,Barcelona,8027,6
2650,22-23,290 ETSAV,Barcelona,8028,12
2651,22-23,290 ETSAV,Barcelona,8029,14
2652,22-23,290 ETSAV,Barcelona,8030,5
2653,22-23,290 ETSAV,Barcelona,8031,1
2654,22-23,290 ETSAV,Barcelona,8032,8
2655,22-23,290 ETSAV,Barcelona,8033,1
2656,22-23,290 ETSAV,Barcelona,8034,13
2657,22-23,290 ETSAV,Barcelona,8035,4
2658,22-23,290 ETSAV,Barcelona,8036,13
2659,22-23,290 ETSAV,Barcelona,8037,4
2660,22-23,290 ETSAV,Barcelona,8041,1
2661,22-23,290 ETSAV,Barcelona,8042,1
2662,22-23,290 ETSAV,Barcelona,8172,1
2663,22-23,290 ETSAV,Barcelona,8197,1
2664,22-23,290 ETSAV,Barcelona,8901,1
2665,22-23,290 ETSAV,Barcelona,8930,1
2666,22-23,290 ETSAV,Bigues i R,8415,6
2667,22-23,290 ETSAV,Bilbao,48015,1
2668,22-23,290 ETSAV,Bunyola,7110,2
2669,22-23,290 ETSAV,Cabrils,8348,2
2670,22-23,290 ETSAV,Calders,8275,1
2671,22-23,290 ETSAV,Caldes de ,8140,6
2672,22-23,290 ETSAV,Calella,8370,1
2673,22-23,290 ETSAV,Campins,8472,1
2674,22-23,290 ETSAV,Canet de M,8360,1
2675,22-23,290 ETSAV,Cardedeu,8440,3
2676,22-23,290 ETSAV,Castellar ,8211,3
2677,22-23,290 ETSAV,Castelldef,8660,1
2678,22-23,290 ETSAV,Castellter,8183,1
2679,22-23,290 ETSAV,Cerdanyola,8193,3
2680,22-23,290 ETSAV,Cerdanyola,8240,1
2681,22-23,290 ETSAV,Cerdanyola,8290,14
2682,22-23,290 ETSAV,Cervelló,8758,1
2683,22-23,290 ETSAV,Collbató,8293,3
2684,22-23,290 ETSAV,Corbera de,8757,1
2685,22-23,290 ETSAV,Costitx,7144,2
2686,22-23,290 ETSAV,Cunit,43881,1
2687,22-23,290 ETSAV,Donostia,20005,1
2688,22-23,290 ETSAV,El Masnou,8320,1
2689,22-23,290 ETSAV,El Perelló,43519,1
2690,22-23,290 ETSAV,Esplugues ,8950,4
2691,22-23,290 ETSAV,Franqueses,8520,1
2692,22-23,290 ETSAV,Gavà,8850,1
2693,22-23,290 ETSAV,Gelida,8790,1
2694,22-23,290 ETSAV,Girona,17001,1
2695,22-23,290 ETSAV,Girona,17003,1
2696,22-23,290 ETSAV,Girona,17004,1
2697,22-23,290 ETSAV,Gorliz,48630,1
2698,22-23,290 ETSAV,Granollers,8401,3
2699,22-23,290 ETSAV,Granollers,8402,3
2700,22-23,290 ETSAV,Gualba,8474,1
2701,22-23,290 ETSAV,Hospitalet,8901,5
2702,22-23,290 ETSAV,Hospitalet,8902,1
2703,22-23,290 ETSAV,Hospitalet,8905,1
2704,22-23,290 ETSAV,Hospitalet,8906,2
2705,22-23,290 ETSAV,Ibi,3440,1
2706,22-23,290 ETSAV,Igualada,8700,1
2707,22-23,290 ETSAV,La Garriga,8530,1
2708,22-23,290 ETSAV,La Granada,8792,1
2709,22-23,290 ETSAV,La Sénia,43560,1
2710,22-23,290 ETSAV,Lleida,25008,1
